cancer_type,classes,pos_class,variant_group,variant_type,breakpoint_type,repetition,extraction_time
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,supervised,75,4.803625584
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,supervised,76,4.816212654
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,supervised,77,4.795885324
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,supervised,78,4.805122852
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,supervised,79,4.812120199
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,supervised,80,4.790058613
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,supervised,81,4.680917501
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,supervised,82,4.776115417
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,supervised,83,4.782664537
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,supervised,84,4.97644639
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,supervised,85,4.804666758
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,supervised,86,4.760036945
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,supervised,87,4.820819139
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,supervised,88,4.805588007
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,supervised,89,4.753263235
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,supervised,90,4.871610641
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,supervised,91,4.838501215
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,supervised,92,4.800118685
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,supervised,93,4.813089371
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,supervised,94,4.91894865
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,supervised,95,4.840091467
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,supervised,96,4.840893745
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,supervised,97,4.751395702
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,supervised,98,4.802783012
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,supervised,99,4.887789249
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,0,23.59950876
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,1,23.88545871
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,2,24.23707724
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,3,23.65070343
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,4,24.00349784
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,5,23.68067861
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,6,24.26370072
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,7,23.80495763
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,8,24.00743771
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,9,23.95837903
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,10,26.28692269
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,11,24.24473429
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,12,24.14145112
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,13,24.20350456
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,14,23.82765841
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,15,23.60641527
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,16,23.40141511
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,17,24.18624377
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,18,23.52151275
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,19,23.81873727
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,20,23.87706542
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,21,23.5606916
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,22,24.1626966
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,23,24.14271069
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,24,23.88957787
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,25,23.90128183
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,26,23.98708916
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,27,23.85272884
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,28,23.50674129
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,29,23.66949964
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,30,23.72113538
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,31,23.88521862
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,32,23.74087095
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,33,23.7422092
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,34,23.53319097
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,35,24.53281927
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,36,23.76816416
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,37,23.94211364
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,38,23.66643548
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,39,23.90488005
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,40,23.75598216
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,41,24.0799427
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,42,23.83100224
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,43,24.67305827
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,44,23.98191237
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,45,23.5713017
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,46,24.46708536
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,47,24.49432302
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,48,24.28477907
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,49,23.99291444
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,50,24.11444259
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,51,24.14342332
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,52,23.7338903
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,53,23.69698668
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,54,23.93964696
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,55,23.8722291
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,56,24.02426052
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,57,23.67522597
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,58,24.49005675
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,59,24.63964629
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,60,23.96036553
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,61,23.46733665
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,62,23.80987215
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,63,24.11268616
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,64,24.46696925
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,65,23.63858843
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,66,23.67967439
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,67,24.62698817
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,68,23.89998221
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,69,24.23719811
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,70,23.80753779
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,71,24.69453454
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,72,23.75314593
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,73,23.79194117
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,74,23.84521127
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,75,23.97487879
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,76,24.08862042
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,77,23.97285318
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,78,24.24405551
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,79,24.18837523
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,80,23.50846601
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,81,24.80550218
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,82,24.2992909
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,83,23.85208106
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,84,24.14794064
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,85,23.9401989
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,86,23.90970802
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,87,23.49033546
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,88,23.88046622
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,89,23.92051172
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,90,23.78997588
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,91,23.77898645
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,92,24.08292174
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,93,24.30700135
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,94,23.74836397
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,95,23.98169565
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,96,24.51808858
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,97,23.55522633
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,98,24.10574603
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,clustering,99,23.76154613
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,0,11.69455385
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,1,11.63504791
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,2,11.67631555
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,3,11.77030921
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,4,11.65726423
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,5,11.83381367
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,6,11.73160148
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,7,11.71117306
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,8,11.63700914
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,9,11.76769757
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,10,11.6014607
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,11,11.6390903
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,12,11.57569194
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,13,11.61235523
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,14,11.67334938
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,15,11.57009363
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,16,11.61710405
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,17,11.59626675
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,18,11.57327437
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,19,11.83720398
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,20,11.71254635
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,21,11.51316094
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,22,11.67257047
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,23,11.74059248
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,24,11.61806417
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,25,11.63678265
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,26,11.64253926
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,27,11.74652934
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,28,11.57408762
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,29,11.75290513
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,30,11.63142633
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,31,11.5516715
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,32,11.56751347
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,33,11.4756639
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,34,11.58153415
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,35,11.70786071
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,36,12.3102448
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,37,12.75071073
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,38,11.62536764
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,39,11.66917944
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,40,11.75799084
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,41,11.6784482
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,42,11.60007071
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,43,11.63487148
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,44,11.75434852
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,45,11.68698311
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,46,11.6432631
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,47,11.73650479
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,48,11.65495443
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,49,11.77086043
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,50,11.78918266
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,51,11.75911355
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,52,11.64055109
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,53,11.66904211
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,54,11.59499598
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,55,11.69211054
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,56,11.64951015
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,57,11.9706521
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,58,11.68934059
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,59,11.65456057
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,60,11.64828181
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,61,11.67021108
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,62,11.61837077
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,63,11.91695023
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,64,11.577425
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,65,11.76290464
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,66,11.72007585
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,67,11.44060326
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,68,11.79272389
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,69,11.66239405
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,70,11.82401633
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,71,11.71495223
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,72,11.67696953
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,73,11.70456719
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,74,11.61010218
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,75,11.69590092
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,76,11.83324289
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,77,11.64220572
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,78,11.64689302
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,79,11.64159107
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,80,11.64443207
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,81,11.78416538
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,82,11.69544673
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,83,11.69854736
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,84,11.74487591
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,85,11.55743432
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,86,11.64943361
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,87,11.63033772
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,88,11.64538097
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,89,11.7703793
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,90,11.60202742
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,91,11.61590338
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,92,11.68314433
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,93,11.64587736
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,94,11.53753948
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,95,11.62084889
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,96,11.61281824
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,97,11.62301254
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,98,11.61269379
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,del,quantile,99,11.68943381
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,0,5.669092178
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,1,5.62858963
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,2,5.703532696
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,3,5.700341702
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,4,5.665476561
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,5,5.678562641
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,6,5.649129391
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,7,5.70335269
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,8,5.690822601
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,9,5.703273296
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,10,5.679465294
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,11,5.680987597
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,12,5.699189186
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,13,5.670476198
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,14,5.748174906
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,15,5.747465849
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,16,5.67016387
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,17,5.742588282
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,18,5.66290617
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,19,5.679971695
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,20,5.668351173
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,21,5.637597561
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,22,5.617598295
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,23,5.552745104
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,24,5.643170357
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,25,5.661714792
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,26,5.640830278
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,27,5.670374393
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,28,5.723944187
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,29,5.654370308
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,30,5.701913595
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,31,5.619159222
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,32,5.642141581
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,33,5.671656132
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,34,5.641609669
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,35,5.71308136
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,36,5.668279409
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,37,5.656070471
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,38,5.641774654
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,39,5.596212149
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,40,5.674603701
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,41,5.658196211
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,42,5.640369415
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,43,5.656071186
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,44,5.660591602
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,45,5.710888624
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,46,5.758657694
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,47,5.67962122
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,48,5.588442087
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,49,7.598942041
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,50,6.782556772
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,51,6.090266943
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,52,5.782637358
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,53,5.732466698
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,54,5.726472378
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,55,5.699414253
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,56,5.766611576
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,57,5.653026581
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,58,5.6402421
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,59,5.68453455
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,60,5.684538364
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,61,5.620280504
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,62,5.668629408
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,63,5.721960068
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,64,5.657913208
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,65,5.689325094
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,66,5.770145655
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,67,5.688556671
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,68,5.697091341
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,69,5.65916872
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,70,5.698269367
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,71,5.709902287
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,72,5.695632935
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,73,5.619213343
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,74,5.703668118
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,75,5.576980591
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,76,5.714227438
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,77,5.704770327
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,78,5.718132257
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,79,5.716271162
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,80,5.615666389
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,81,5.631953716
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,82,5.662046194
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,83,5.636545658
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,84,5.654847383
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,85,5.614578724
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,86,5.611816883
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,87,5.799374819
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,88,5.638001442
breast,"['HER2+', 'ER+ HER2-']",HER2+,sv,dup,supervised,89,5.670190334
